"model_name","instance_type","start_index","end_index","sequence_length","num_runs","start_name","end_name","sequence_name","start_layer_kind","end_layer_kind","sequence_layer_kind","start_layer_path_time","mean_path_time","end_layer_path_time","raw_path_time"
<<<<<<< HEAD
"AdaIN-Style Trained on MS-COCO and Painter by Numbers Data","c5.2xlarge",1,13,12,50,"encoder_content/1","encoder_content/13","encoder_content/1-encoder_content/2-encoder_content/3-encoder_content/4-encoder_content/5-encoder_content/6-encoder_content/7-encoder_content/8-encoder_content/9-encoder_content/10-encoder_content/11-encoder_content/12-encoder_content/13","Padding","Elementwise","Padding-Convolution-Elementwise-Padding-Convolution-Elementwise-Pooling-Padding-Convolution-Elementwise-Padding-Convolution-Elementwise",472655.,474790.2,795009.,"{795009., 476736., 473976., 475944., 476654., 474400., 475691., 472655., 477838., 472940., 474041., 476015., 473785., 473649., 476435., 473420., 474086., 473216., 473913., 478381., 476508., 476599., 474639., 473320., 474762., 476466., 475495., 473506., 476462., 476493., 474423., 473860., 474587., 474960., 473377., 474366., 475327., 475960., 473863., 474658., 474242., 473778., 475356., 473597., 473672., 480257., 477071., 474205., 473546., 474339.}"
"AdaIN-Style Trained on MS-COCO and Painter by Numbers Data","c5.2xlarge",14,26,12,50,"encoder_content/14","encoder_content/26","encoder_content/14-encoder_content/15-encoder_content/16-encoder_content/17-encoder_content/18-encoder_content/19-encoder_content/20-encoder_content/21-encoder_content/22-encoder_content/23-encoder_content/24-encoder_content/25-encoder_content/26","Pooling","Elementwise","Pooling-Padding-Convolution-Elementwise-Padding-Convolution-Elementwise-Padding-Convolution-Elementwise-Padding-Convolution-Elementwise",281681.,283263.93330000003,401749.,"{401749., 285469., 283941., 282754., 283115., 282386., 283570., 281742., 283612., 282522., 282617., 283556., 281681., 283482., 283271., 283124., 283992., 282653., 282070., 282720., 282459., 282993., 283892., 286212., 283850., 283305., 283180., 283779., 282149., 282538., 286739., 283721., 283812., 283642., 282159., 282107., 284181., 282566., 283314., 284173., 286862., 284320., 284381., 282997., 283741., 283296., 282339., 282221., 283167., 283188.}"
"AdaIN-Style Trained on MS-COCO and Painter by Numbers Data","c5.2xlarge",27,27,0,50,"encoder_content/27","encoder_content/27","encoder_content/27","Pooling","Pooling","Pooling",5230.,5250.8667000000005,5509.,"{5509., 5416., 5339., 5286., 5265., 5252., 5264., 5250., 5248., 5268., 5240., 5254., 5250., 5243., 5237., 5274., 5240., 5243., 5246., 5284., 5245., 5240., 5265., 5265., 5252., 5284., 5249., 5242., 5265., 5230., 5255., 5258., 5244., 5246., 5276., 5233., 5242., 5251., 5247., 5235., 5238., 5247., 5251., 5236., 5257., 5249., 5235., 5261., 5230., 5245.}"
"AdaIN-Style Trained on MS-COCO and Painter by Numbers Data","c5.2xlarge",28,28,0,50,"encoder_content/28","encoder_content/28","encoder_content/28","Padding","Padding","Padding",1325.,1337.1667,1409.,"{1409., 1361., 1371., 1332., 1329., 1354., 1329., 1328., 1359., 1329., 1328., 1357., 1333., 1332., 1348., 1338., 1327., 1352., 1332., 1331., 1346., 1325., 1326., 1357., 1332., 1332., 1341., 1325., 1347., 1329., 1340., 1349., 1328., 1328., 1346., 1329., 1330., 1358., 1333., 1333., 1356., 1331., 1331., 1349., 1330., 1343., 1355., 1331., 1332., 1357.}"
"AdaIN-Style Trained on MS-COCO and Painter by Numbers Data","c5.2xlarge",29,29,0,50,"encoder_content/29","encoder_content/29","encoder_content/29","Convolution","Convolution","Convolution",27197.,27346.9667,45787.,"{45787., 27826., 27524., 27473., 27595., 27933., 27704., 27920., 27851., 27797., 27537., 27467., 27416., 27313., 27343., 27218., 27260., 27256., 27347., 27261., 27268., 27247., 27295., 27384., 27303., 27509., 27538., 27370., 27332., 27324., 27197., 27248., 27420., 27265., 27298., 27278., 27304., 27329., 27453., 27268., 27300., 27291., 27282., 27361., 27208., 27241., 27362., 27269., 27239., 27228.}"
"AdaIN-Style Trained on MS-COCO and Painter by Numbers Data","c5.2xlarge",30,30,0,50,"encoder_content/30","encoder_content/30","encoder_content/30","Elementwise","Elementwise","Elementwise",844.,855.6,1359.,"{1359., 1338., 1136., 908., 866., 867., 889., 855., 859., 847., 870., 857., 847., 853., 852., 869., 853., 859., 853., 870., 845., 850., 847., 844., 861., 856., 853., 848., 852., 879., 853., 850., 851., 871., 850., 854., 850., 853., 873., 853., 854., 848., 862., 855., 849., 846., 851., 867., 850., 846.}"
"AdaIN-Style Trained on MS-COCO and Painter by Numbers Data","c5.2xlarge",31,43,12,50,"encoder_style/1","encoder_style/13","encoder_style/1-encoder_style/2-encoder_style/3-encoder_style/4-encoder_style/5-encoder_style/6-encoder_style/7-encoder_style/8-encoder_style/9-encoder_style/10-encoder_style/11-encoder_style/12-encoder_style/13","Padding","Elementwise","Padding-Convolution-Elementwise-Padding-Convolution-Elementwise-Pooling-Padding-Convolution-Elementwise-Padding-Convolution-Elementwise",471970.,473309.5,766848.,"{766848., 475347., 472987., 478414., 474909., 472677., 476272., 473038., 473386., 473290., 473415., 472933., 472045., 474008., 474484., 477225., 473620., 472534., 473417., 472683., 472758., 472062., 473352., 472168., 472481., 472745., 471970., 472267., 472665., 473840., 476909., 473492., 472574., 475899., 472279., 472862., 472041., 474007., 476329., 472060., 472173., 474616., 474136., 474991., 472183., 472642., 472288., 472630., 474816., 475671.}"
"AdaIN-Style Trained on MS-COCO and Painter by Numbers Data","c5.2xlarge",44,56,12,50,"encoder_style/14","encoder_style/26","encoder_style/14-encoder_style/15-encoder_style/16-encoder_style/17-encoder_style/18-encoder_style/19-encoder_style/20-encoder_style/21-encoder_style/22-encoder_style/23-encoder_style/24-encoder_style/25-encoder_style/26","Pooling","Elementwise","Pooling-Padding-Convolution-Elementwise-Padding-Convolution-Elementwise-Padding-Convolution-Elementwise-Padding-Convolution-Elementwise",280180.,282070.3,285565.,"{284034., 285206., 282080., 281424., 282068., 281373., 282159., 283032., 281193., 281275., 280552., 283060., 280710., 282115., 283680., 284055., 281735., 283034., 283686., 281724., 281551., 280917., 281790., 285565., 285395., 282338., 281772., 280572., 281358., 281578., 282339., 283534., 280423., 280650., 281705., 281636., 281698., 281365., 280794., 283250., 280180., 281439., 283354., 283066., 281629., 283045., 282575., 283866., 282896., 281252.}"
"AdaIN-Style Trained on MS-COCO and Painter by Numbers Data","c5.2xlarge",57,57,0,50,"encoder_style/27","encoder_style/27","encoder_style/27","Pooling","Pooling","Pooling",5234.,5249.9667,5479.,"{5479., 5452., 5346., 5268., 5285., 5247., 5253., 5256., 5258., 5244., 5281., 5236., 5253., 5260., 5238., 5253., 5237., 5258., 5239., 5249., 5250., 5250., 5240., 5263., 5235., 5248., 5252., 5255., 5240., 5263., 5245., 5255., 5252., 5234., 5250., 5236., 5250., 5239., 5255., 5254., 5250., 5235., 5259., 5238., 5237., 5247., 5249., 5237., 5258., 5250.}"
"AdaIN-Style Trained on MS-COCO and Painter by Numbers Data","c5.2xlarge",58,58,0,50,"encoder_style/28","encoder_style/28","encoder_style/28","Padding","Padding","Padding",1329.,1337.6333,1396.,"{1396., 1362., 1374., 1334., 1345., 1358., 1331., 1332., 1350., 1330., 1330., 1360., 1331., 1330., 1349., 1330., 1330., 1351., 1330., 1338., 1349., 1331., 1330., 1351., 1330., 1330., 1358., 1334., 1334., 1354., 1333., 1330., 1349., 1342., 1331., 1351., 1330., 1330., 1352., 1330., 1329., 1358., 1331., 1329., 1348., 1331., 1329., 1350., 1343., 1331.}"
"AdaIN-Style Trained on MS-COCO and Painter by Numbers Data","c5.2xlarge",59,59,0,50,"encoder_style/29","encoder_style/29","encoder_style/29","Convolution","Convolution","Convolution",26725.,26841.,27267.,"{27075., 26826., 26832., 26908., 26767., 26733., 26798., 26879., 26800., 26820., 26764., 26732., 26746., 26845., 26790., 26854., 26762., 26829., 26852., 26791., 26779., 26877., 26856., 26829., 26859., 26803., 26784., 26815., 26867., 27036., 26915., 27094., 26975., 27267., 27214., 26887., 27035., 26856., 26954., 26869., 26725., 26774., 26813., 26786., 26792., 26867., 26853., 26871., 26906., 26984.}"
"AdaIN-Style Trained on MS-COCO and Painter by Numbers Data","c5.2xlarge",60,60,0,50,"encoder_style/30","encoder_style/30","encoder_style/30","Elementwise","Elementwise","Elementwise",860.,891.0667000000001,1421.,"{1421., 1386., 1180., 947., 889., 923., 895., 904., 894., 918., 888., 881., 866., 899., 882., 875., 885., 875., 917., 889., 890., 892., 936., 902., 887., 876., 870., 901., 875., 866., 866., 926., 929., 906., 906., 928., 882., 884., 892., 884., 902., 872., 868., 861., 900., 882., 875., 876., 860., 897.}"
"AdaIN-Style Trained on MS-COCO and Painter by Numbers Data","c5.2xlarge",61,61,0,50,"adaIN/c_m","adaIN/c_m","adaIN/c_m","Aggregation","Aggregation","Aggregation",37699.,37734.0333,38020.,"{38020., 37877., 37894., 37802., 37765., 37738., 37739., 37734., 37725., 37726., 37721., 37746., 37726., 37746., 37722., 37710., 37751., 37728., 37753., 37712., 37748., 37731., 37754., 37722., 37723., 37738., 37730., 37734., 37728., 37735., 37735., 37754., 37722., 37746., 37733., 37731., 37699., 37727., 37732., 37735., 37732., 37723., 37732., 37739., 37728., 37735., 37711., 37743., 37739., 37730.}"
"AdaIN-Style Trained on MS-COCO and Painter by Numbers Data","c5.2xlarge",62,62,0,50,"adaIN/c_m_br","adaIN/c_m_br","adaIN/c_m_br","Replicate","Replicate","Replicate",60925.,61016.966700000004,61092.,"{61074., 60925., 61006., 61007., 61053., 61055., 61051., 61018., 61076., 61056., 61062., 61016., 60987., 60962., 61031., 61057., 61005., 61090., 61026., 60969., 60988., 60998., 60952., 60995., 60979., 60981., 61006., 61059., 61032., 61032., 60999., 61001., 60979., 60984., 61028., 61069., 61092., 61079., 61085., 61049., 61035., 61005., 61018., 60992., 60993., 60978., 60993., 60980., 61011., 61023.}"
"AdaIN-Style Trained on MS-COCO and Painter by Numbers Data","c5.2xlarge",63,63,0,50,"adaIN/m_shift_1","adaIN/m_shift_1","adaIN/m_shift_1","Threading","Threading","Threading",2050.,2092.2667,3230.,"{3230., 2776., 2359., 2199., 2182., 2129., 2141., 2111., 2142., 2096., 2120., 2087., 2122., 2101., 2107., 2081., 2099., 2099., 2084., 2106., 2061., 2092., 2076., 2106., 2071., 2099., 2065., 2111., 2062., 2081., 2057., 2073., 2096., 2158., 2102., 2107., 2108., 2059., 2093., 2063., 2077., 2053., 2081., 2057., 2088., 2052., 2088., 2053., 2059., 2050.}"
"AdaIN-Style Trained on MS-COCO and Painter by Numbers Data","c5.2xlarge",64,64,0,50,"adaIN/c_v/mean","adaIN/c_v/mean","adaIN/c_v/mean","Aggregation","Aggregation","Aggregation",37706.,37756.3667,37906.,"{37846., 37823., 37754., 37724., 37718., 37740., 37745., 37730., 37720., 37727., 37751., 37729., 37730., 37706., 37731., 37742., 37729., 37719., 37727., 37772., 37798., 37836., 37800., 37802., 37764., 37800., 37852., 37889., 37902., 37897., 37906., 37809., 37788., 37894., 37854., 37839., 37806., 37761., 37744., 37718., 37721., 37741., 37724., 37731., 37730., 37714., 37732., 37731., 37721., 37712.}"
"AdaIN-Style Trained on MS-COCO and Painter by Numbers Data","c5.2xlarge",65,65,0,50,"adaIN/c_v/broadcast","adaIN/c_v/broadcast","adaIN/c_v/broadcast","Replicate","Replicate","Replicate",60920.,60987.2667,61084.,"{60990., 60987., 60987., 60949., 60948., 60973., 60988., 60977., 60974., 60973., 60962., 60977., 60982., 60977., 60976., 60992., 61059., 61073., 61062., 61070., 61032., 60996., 61049., 61022., 60973., 60990., 60985., 60968., 60928., 60920., 60964., 60980., 60994., 60994., 61028., 61050., 61084., 61078., 61049., 60991., 60951., 60987., 60986., 60980., 60996., 60975., 60991., 60979., 60958., 60991.}"
